Region,Watershed,Segment Interval,Independent Variable,RMSPE,Mean Response,SD Response,Mean Residuals,SD Residuals,AIC,Bias,RAV,FileBaseName
ETF,MM,10m,sfm_net change_logtrans,0.114037023324988,0.118090506026717,0.115831615230584,-0.651570395688486,1.79531273286676,-349.666077527877,0.0014531867229183,0.0015036175511283,ch_sfm_net_change_corr_0.7_evaluation
ETF,ETF,20m,lidar_erosion_logtrans,1.48568221659471,2.05937087101024,1.8355309594939,-0.251044498373121,0.899362150329506,625.367234165546,0.0305965951178635,0.0073647922232357,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,ETF,20m,sfm_deposition_logtrans,0.124949722727609,0.144092807205371,0.138796591229504,-0.232473908111375,0.860021734371293,-212.702987091407,0.0074475839107487,0.0013990049091124,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,ETF,20m,sfm_erosion_logtrans,0.314358045476284,0.332042315592852,0.32468554046992,-0.207113827347757,0.805133348861431,4.41116613856212,0.0343178097343506,0.0251043318700989,ch_sfm_erosion_sum_corr_0.7_evaluation
ETF,ETF,20m,sfm_net change_logtrans,0.178977063877473,0.202144614338249,0.218410091424357,-0.495926769431771,1.48168127996474,-215.358081134171,0.0042202959775383,0.0021020462501565,ch_sfm_net_change_corr_0.7_evaluation
ETF,LM2,20m,lidar_erosion_logtrans,1.04753519720853,1.15445516906802,1.09419865861398,-0.326219908875743,1.05069920511847,138.692473133693,0.0248071649895454,0.0068092979603687,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,LM2,20m,sfm_deposition_logtrans,0.0785569841207373,0.0774325990049429,0.082198861179542,-0.341103885164155,1.04861171215834,-122.903642371796,0.0025510632328725,0.0010475698404511,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,LM2,20m,sfm_erosion_logtrans,0.0612201476855857,0.0822117283491856,0.0819678779626383,-0.167989197345674,0.741217455132036,-69.5778501174535,-0.0084589982026939,0.416230739899467,ch_sfm_erosion_sum_corr_0.7_evaluation
ETF,LM2,20m,sfm_net change_logtrans,0.0388369884377485,0.043401526027567,0.0468057178317967,-0.402986422920796,1.15892481197921,-181.638031556675,-0.0004963850663868,0.0005734956706733,ch_sfm_net_change_corr_0.7_evaluation
ETF,LPM,20m,lidar_erosion_logtrans,2.31743946719823,4.96250209273393,3.37992930551183,-4.14542130215226e-11,1.14807213901218e-05,271.00829774634,-0.451012466403076,0.573180937311841,ch_lidar_erosion_sum_corr_0.7_evaluation
ETF,LPM,20m,sfm_deposition_logtrans,0.189149546350012,0.287881132009851,0.196537871835318,-0.236671728095274,0.921105783126943,17.9695342779293,-0.0002878793669004,0.0022873235715174,ch_sfm_deposition_sum_corr_0.7_evaluation
ETF,LPM,20m,sfm_erosion_logtrans,0.406261483064099,0.736327596748017,0.45356439363917,-0.117266790825348,0.5989118484807,72.2457024407178,0.0073095421946795,0.0034801173267263,ch_sfm_erosion_sum_corr_0.7_evaluation
ETF,LPM,20m,sfm_net change_logtrans,0.391310888548751,0.482573115724411,0.434966184538996,-0.346626043872409,1.26729223636554,49.8248553997199,-0.0032689346631489,0.0038181345376549,ch_sfm_net_change_corr_0.7_evaluation
ETF,MM,20m,lidar_erosion_logtrans,1.23774528098403,1.57619315541716,1.3011665038762,-0.261673738782545,0.907623005866584,255.943037805214,-4.09762161301389e-05,0.0074718453753544,ch_lidar_erosion_sum_corr_0.7_evaluation
