Region,Watershed,Segment Interval,Independent Variable,term,estimate,std.error,statistic,p.value,conf.low,conf.high,source_file
CPF,CPF,10m,sfm_deposition_logtrans,hs_flow.accumulation.max,0.0476236483472072,0.0680939613700473,0.699381375220675,0.484313724123784,-0.0858380635027472,0.181085360197162,CPF\Outputs\Segmented 10m\CPF sfm_deposition_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_deposition_logtrans,hs_hillslope.length,0.066791891652154,0.068021213291838,0.981927378531023,0.326135626559436,-0.0665272365845656,0.200111019888874,CPF\Outputs\Segmented 10m\CPF sfm_deposition_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_deposition_logtrans,hs_ndvi.mean,0.0869380975201555,0.0758226365548954,1.14659818584932,0.251547726606596,-0.0616715393403097,0.235547734380621,CPF\Outputs\Segmented 10m\CPF sfm_deposition_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_deposition_logtrans,hs_northness.median,0.0408228378820561,0.0694148836617754,0.588099204789648,0.556465706862531,-0.0952278340860615,0.176873509850174,CPF\Outputs\Segmented 10m\CPF sfm_deposition_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_deposition_logtrans,ws_10.min.storm.accum_mean,-0.518702115074498,0.317841761505465,-1.63195079406071,0.10268985239611,-1.14166052040798,0.104256290258984,CPF\Outputs\Segmented 10m\CPF sfm_deposition_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_deposition_logtrans,ws_flow.accum_max,0.113788695984025,0.355354701155066,0.320211595946696,0.748807933338906,-0.582693720016899,0.810271111984949,CPF\Outputs\Segmented 10m\CPF sfm_deposition_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_deposition_logtrans,ws_ndvi.mean_mean,0.310912482231096,0.389154383266738,0.798943801226534,0.424322999384882,-0.451816093397608,1.0736410578598,CPF\Outputs\Segmented 10m\CPF sfm_deposition_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_deposition_logtrans,ws_RV.Silt,0.100909554130093,0.0937640016581361,1.0762078446482,0.281834312161413,-0.0828645121662072,0.284683620426394,CPF\Outputs\Segmented 10m\CPF sfm_deposition_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_deposition_logtrans,ws_slope.eastness_mean,0.31319925941633,0.273407069014119,1.14554192232739,0.251984739787944,-0.222668748969999,0.84906726780266,CPF\Outputs\Segmented 10m\CPF sfm_deposition_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,(Intercept),-3.38484347664913,0.230468523442866,-14.6867929124744,0.0,-3.83655348216727,-2.93313347113099,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,ch_central.slope.difference,0.0699256365749292,0.0658760623510215,1.06147262115227,0.288475169004433,-0.0591890730763879,0.199040346226246,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,ch_curvature.median,-0.0212850988731798,0.0892294145725586,-0.238543522616877,0.811459563237326,-0.196171537796988,0.153601340050629,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,ch_slope.median,0.448019301964026,0.0883137299654747,5.07304246054577,3.91505097452338e-07,0.2749275718913,0.621111032036752,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,ch_stream.power.central.diff,0.0107767970030996,0.0372140531376676,0.289589445235446,0.772130342650857,-0.0621614068654887,0.0837150008716878,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,ch_valley_width,-0.0243859565381393,0.136303105437782,-0.17890976482022,0.858008555280476,-0.291535134177158,0.24276322110088,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,hs_curvature.median,0.0028599473930979,0.0264519947289381,0.108118401746436,0.913901771236809,-0.048985009594864,0.0547049043810599,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,hs_drainage_density,-0.0182871033554379,0.0338394976249318,-0.540407057992628,0.58891634144283,-0.0846112999552329,0.0480370932443571,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,hs_eastness.median,0.0135925954670469,0.064529081874633,0.210642939155009,0.833165903378193,-0.11288208096267,0.140067271896764,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,hs_extended.dnbr.median,0.0595737901657273,0.0792419377639832,0.75179623122246,0.452173608794879,-0.0957375539168441,0.214885134248299,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,hs_flow.accumulation.max,0.125095049448797,0.0814778163256951,1.53532648627633,0.124703651295912,-0.0345985360885347,0.284788634986129,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,hs_hillslope.length,-0.0415243726982612,0.0824363077335506,-0.50371461119384,0.614461939305973,-0.203096566874481,0.120047821477959,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,hs_ndvi.mean,-0.0312117642705341,0.0923706410188959,-0.337897019293709,0.735440793851702,-0.212254893896448,0.14983136535538,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,hs_northness.median,-0.0402929718759753,0.0781724998775119,-0.515436655334167,0.606247923585486,-0.19350825621736,0.11292231246541,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,ws_10.min.storm.accum_mean,-0.904316086357701,0.291853580817963,-3.09852660989535,0.0019448550389815,-1.47633859351996,-0.332293579195444,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,ws_flow.accum_max,-0.360377189190331,0.344706538835031,-1.04546084448604,0.295810028343019,-1.03598959054245,0.315235212161787,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,ws_ndvi.mean_mean,-0.038524113477072,0.383254049894256,-0.100518477202527,0.919932714442318,-0.789688248198931,0.712640021244787,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,ws_RV.Silt,-0.0407084831849745,0.119495566157661,-0.340669403007506,0.733352475111088,-0.274915489166214,0.193498522796265,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_erosion_logtrans,ws_slope.eastness_mean,0.218236116642122,0.295725740411423,0.737967944009558,0.460533929018189,-0.361375683865708,0.797847917149951,CPF\Outputs\Segmented 10m\CPF sfm_erosion_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,(Intercept),-3.33757823208503,0.338804770072195,-9.85103672352025,0.0,-4.0016233792169,-2.67353308495315,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ch_central.slope.difference,-0.0336370649425943,0.0602008607850533,-0.558747242214612,0.576334232811555,-0.151628583919608,0.0843544540344199,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ch_curvature.median,0.0600894174316063,0.103706247647782,0.57941945441598,0.562306180349023,-0.143171092929838,0.263349927793051,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ch_slope.median,0.197280606568104,0.111971447731817,1.76188314578742,0.0780890428051932,-0.0221793982830654,0.416740611419274,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ch_stream.power,-0.378484973359183,0.155217618283973,-2.43841503009497,0.0147518263131627,-0.682705914961854,-0.0742640317565107,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ch_stream.power.central.diff,0.0075372317470583,0.0159180833030678,0.473501212649499,0.635855636036418,-0.0236616382298629,0.0387361017239796,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ch_valley_width,-0.131822588430574,0.145487206077252,-0.906076843351968,0.364895181054372,-0.416972272553345,0.153327095692197,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,hs_curvature.median,-0.0313644887334828,0.0314796116443471,-0.996342937385476,0.319083548178944,-0.0930633938037108,0.0303344163367452,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,hs_drainage_density,-0.0144647198363039,0.0273541151868812,-0.52879501813464,0.596947654057484,-0.0680778004315512,0.0391483607589434,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,hs_eastness.median,-0.0001077166777742,0.0757864200354329,-0.0014213189872782,0.998865951905899,-0.148646370464447,0.148430937108899,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,hs_extended.dnbr.median,0.0212984996091405,0.0855479285402002,0.248965696453212,0.803387316322528,-0.146372359281658,0.188969358499939,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,hs_flow.accumulation.max,0.0861998379345282,0.0923993407817036,0.932905334662268,0.350868847760363,-0.094899542192854,0.26729921806191,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,hs_hillslope.length,0.101066513348645,0.093182965777938,1.08460288320823,0.278097577491758,-0.0815687435487416,0.283701770246032,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,hs_ndvi.mean,0.0238595767280605,0.106200618508911,0.22466513908352,0.822239786300652,-0.184289810685284,0.232008964141405,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,hs_northness.median,-0.103534973253043,0.0923153862842312,-1.12153539534859,0.262060033839283,-0.284469805589039,0.077399859082953,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ws_10.min.storm.accum_mean,-0.987838236787275,0.375974984055627,-2.62740415899884,0.0086039075248187,-1.72473566462432,-0.250940808950226,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ws_flow.accum_max,0.251690530713234,0.428965573480435,0.586738298533212,0.557379481819835,-0.589066543915988,1.09244760534246,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ws_ndvi.mean_mean,-0.0914047224159115,0.417988180795403,-0.218677767974144,0.82690106843441,-0.910646502738317,0.727837057906494,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ws_RV.Silt,-0.0483874409902833,0.109147713037983,-0.443320704057671,0.657533782381189,-0.262313027539643,0.165538145559076,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,CPF,10m,sfm_net change_logtrans,ws_slope.eastness_mean,0.20703764998073,0.308447028058283,0.671225951775449,0.502076598539236,-0.39750741615192,0.81158271611338,CPF\Outputs\Segmented 10m\CPF sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,(Intercept),-3.7548666198634,0.101091102395626,-37.1433937397231,0.0,-3.95300153971628,-3.55673170001052,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,ch_curvature.median,-0.21577930242838,0.115313722180904,-1.87123699025052,0.0613122397651393,-0.44179004482621,0.0102314399694498,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,ch_flow.accumulation.max,0.749573574111246,0.132690245774932,5.64904804971623,1.61338760129581e-08,0.489505471292612,1.00964167692988,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,ch_slope.median,0.110368107870158,0.119952979926544,0.920094756609999,0.357523244178822,-0.124735412624125,0.34547162836444,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,ch_stream.power.central.diff,-0.101271968248101,0.0669940912117895,-1.5116552283387,0.130621593919701,-0.2325779742002,0.0300340377039972,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,ch_valley_width,0.18908627439069,0.150831086345407,1.25362933445747,0.20997676378618,-0.10653722259536,0.484709771376739,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,hs_curvature.median,-0.0381941097514039,0.0697827335793055,-0.547328942165869,0.584152763508821,-0.174965754309596,0.0985775348067886,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,hs_drainage_density,-0.0042605144978384,0.193020637101534,-0.0220728444471838,0.982389848189232,-0.382574011489821,0.374052982494144,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,hs_eastness.median,-0.016162045572897,0.0992167412514146,-0.162896355686008,0.870600040245267,-0.210623285089099,0.178299193943305,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,hs_extended.dnbr.median,0.260364549472486,0.135192578320617,1.9258790142682,0.0541194823796172,-0.0046080350130333,0.525337133958006,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,hs_flow.accumulation.max,0.0817125037557953,0.131052164791479,0.62351128564576,0.532948588324423,-0.175145019331512,0.338570026843103,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,hs_hillslope.length,0.34304450379156,0.169397137474228,2.02509032269657,0.0428580904259805,0.0110322152578929,0.675056792325228,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,hs_ndvi.mean,0.20665291299359,0.122973731700758,1.68046386927946,0.0928670983760933,-0.0343711721843879,0.447676998171568,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_deposition_logtrans,hs_northness.median,0.0124550075233325,0.173106790636305,0.0719498494400507,0.942641818699362,-0.32682806760314,0.351738082649805,CPF\Outputs\Segmented 10m\ME sfm_deposition_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,(Intercept),-2.26770930647439,0.126167818053131,-17.9737538578928,0.0,-2.51499368586653,-2.02042492708225,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,ch_central.slope.difference,0.0507548018536191,0.11847594295729,0.428397534442212,0.668361719429844,-0.181453779377091,0.282963383084329,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,ch_curvature.median,0.335651219414912,0.162803685187829,2.06169300791728,0.0392369726845501,0.0165618598963706,0.654740578933453,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,ch_flow.accumulation.max,1.01825009622132,0.160130213234885,6.35888803025393,2.03219441274882e-10,0.704400645444227,1.33209954699841,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,ch_slope.median,0.237321115014915,0.166189509241451,1.42801501790417,0.153287535956055,-0.0884043377067147,0.563046567736545,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,ch_valley_width,-0.676080598484726,0.187450967383584,-3.60670637191885,0.0003101082383429,-1.04347774342374,-0.308683453545709,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,hs_curvature.median,0.124177375626747,0.0944278752438696,1.3150499818623,0.188493105086983,-0.0608978589878792,0.309252610241372,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,hs_drainage_density,-0.18219277446849,0.258235243060301,-0.705530245637099,0.480480316374505,-0.688324550405626,0.323939001468646,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,hs_eastness.median,0.0684892770499773,0.124932014482574,0.548212380418555,0.583546082170115,-0.176372971851904,0.313351525951859,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,hs_extended.dnbr.median,0.304460808733097,0.162808125816866,1.87005904776257,0.0614756185482368,-0.0146372542584254,0.623558871724619,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,hs_flow.accumulation.max,0.0380151156684157,0.154087311973665,0.2467115246641,0.805131486828918,-0.263990466274554,0.340020697611386,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,hs_hillslope.length,0.882076022988601,0.262433873293482,3.36113631948025,0.0007762250483298,0.367715083010029,1.39643696296717,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,hs_ndvi.mean,0.289850053221781,0.150694965332453,1.92342227613466,0.0544270389568977,-0.0055066514813386,0.5852067579249,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_erosion_logtrans,hs_northness.median,-0.288005112075481,0.208606989588687,-1.38061103630009,0.167398588157301,-0.69686729859263,0.120857074441668,CPF\Outputs\Segmented 10m\ME sfm_erosion_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,(Intercept),-2.31607803481888,0.163398634275456,-14.1744026508475,0.0,-2.6363334731218,-1.99582259651595,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,ch_central.slope.difference,-0.0933930789752554,0.156472243058653,-0.596866748693873,0.550596348966026,-0.400073039950412,0.213286881999901,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,ch_curvature.median,0.223484280264559,0.226126462969259,0.988315464408696,0.322998174063927,-0.219715443106619,0.666684003635738,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,ch_flow.accumulation.max,1.32037771246882,0.218633064241405,6.03924075733999,1.5484107329655202e-09,0.891864780726038,1.74889064421161,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,ch_slope.median,-0.0536555483051185,0.203922427148844,-0.263117446449159,0.792460057272101,-0.453336161156846,0.346025064546609,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,ch_valley_width,-0.548564078347163,0.243793881580178,-2.25011421448143,0.0244416959858695,-1.02639130589554,-0.0707368507987906,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,hs_curvature.median,0.0895015480252864,0.120684135197307,0.74161817441008,0.45831870884437,-0.147035010466799,0.326038106517372,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,hs_drainage_density,-0.204250058023683,0.310949480244781,-0.656859300304656,0.511271390068889,-0.813699840314903,0.405199724267536,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,hs_eastness.median,0.189182926992832,0.165858490515687,1.14062853462988,0.254024537615233,-0.135893740948092,0.514259594933756,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,hs_extended.dnbr.median,0.276453349572766,0.238886979292748,1.15725583031456,0.247167853716306,-0.191756526216587,0.744663225362118,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,hs_flow.accumulation.max,0.0161443855206479,0.190351246581968,0.0848136579641254,0.932409535181094,-0.356937202192312,0.389225973233607,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,hs_hillslope.length,0.76045805349746,0.357960335444513,2.12441988175346,0.0336350489524744,0.0588686881323383,1.46204741886258,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,hs_ndvi.mean,0.144914101084354,0.213075452063582,0.680106974693227,0.496436728512462,-0.272706110949857,0.562534313118566,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,ME,10m,sfm_net change_logtrans,hs_northness.median,-0.340694952191015,0.280579527648816,-1.21425449335506,0.224650557180816,-0.890620721181954,0.209230816799924,CPF\Outputs\Segmented 10m\ME sfm_net change_logtrans\tidy_results.csv
CPF,MM,10m,lidar_erosion_logtrans,(Intercept),-3.05766109935387,0.172002572455975,-17.7768335420477,0.0,-3.39477994661583,-2.72054225209192,CPF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\tidy_results.csv
CPF,MM,10m,lidar_erosion_logtrans,ch_central.slope.difference,0.120190224384633,0.164071910370867,0.732546016639629,0.463835366673193,-0.20138481081695,0.441765259586216,CPF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\tidy_results.csv
CPF,MM,10m,lidar_erosion_logtrans,ch_curvature.median,-0.340274507512092,0.274688903795055,-1.23876320743546,0.215433203103898,-0.878654865903186,0.198105850879003,CPF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\tidy_results.csv
CPF,MM,10m,lidar_erosion_logtrans,ch_stream.power,0.292467017104223,0.260511098870589,1.12266624482479,0.261579269161951,-0.218125354255085,0.803059388463531,CPF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\tidy_results.csv
CPF,MM,10m,lidar_erosion_logtrans,ch_valley_width,-0.294926472232721,0.383879157129648,-0.768279461791968,0.442321173752697,-1.04731579462242,0.457462850156982,CPF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\tidy_results.csv
CPF,MM,10m,lidar_erosion_logtrans,hs_curvature.median,0.0069833116806394,0.0828517553466935,0.0842868283407849,0.932828384596533,-0.155403144854804,0.169369768216082,CPF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\tidy_results.csv
CPF,MM,10m,lidar_erosion_logtrans,hs_drainage_density,0.0094133695875414,0.115029873584049,0.0818341296416656,0.934778615553492,-0.21604103978339,0.234867778958473,CPF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\tidy_results.csv
CPF,MM,10m,lidar_erosion_logtrans,hs_extended.dnbr.median,0.321730424174599,0.189478364875325,1.69797973708658,0.0895115862899423,-0.0496403468305763,0.693101195179774,CPF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\tidy_results.csv
CPF,MM,10m,lidar_erosion_logtrans,hs_flow.accumulation.max,0.183153193539167,0.258042194516205,0.709780018273968,0.477840562025833,-0.322600214204274,0.688906601282608,CPF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\tidy_results.csv
CPF,MM,10m,lidar_erosion_logtrans,hs_hillslope.length,0.463645390479445,0.243364568434809,1.90514746440439,0.0567609050149469,-0.0133403987659139,0.940631179724804,CPF\Outputs\Segmented 10m\MM lidar_erosion_logtrans\tidy_results.csv
